Year,Month,Day,Time,Town / Village,Area,Occupation_x000D_(Where Relevant),Description,,Blwyddyn,Mis,Dydd,Amser,Tref / Pentref,Ardal,Galwediageth_x000D_(Lle'n Briodol ),Disgrifiad
2006,5,8,13:11,St. Tudwal's Islands,Mid-Wales,-,The object looked like a black square hanging in the sky.,,2006,5,8,0.549305556,Ynysoedd Tudwal,Canolbarth Cymru,-,Edrychodd y gwrthrych fel sgwar du yn hongian yn yr awyr.
-,-,-,-,Churchstoke,Powys,-,"The object was disc shaped, with four different colours - blue, green, white and orange. (Seen 2006 - Message taken 3 July 2006).",,-,-,-,-,Yr Ystog,Powys,-,"Roedd y gwrthrych yn siâp disg, gyda phedwar lliw - glas, gwyrdd, gwyn ac oren. (Gwelwyd 2006 - Cymerwyd y neges 3 Gorffennaf 2006)."
2007,1,16,20:45,Llanpumsaint,Carmarthenshire,-,"Ball of light that faded away, then came back again. Orange ball was near the car._x000D_Three red lights were seen moving clockwise.",,2007,1,16,0.864583333,Llanpumsaint,Sir Gaerfyrddin,-,"Pêl o oleuni a bylodd, ac yna daeth yn ôl eto. Roedd pêl oren yn agos at y car._x000D_Gwelwyd tri golau coch yn symud yn glocwedd."
2007,5,29,23:45,Pontrobert/Meiford,Powys,-,Triangular shaped object. About 100ft high/large. Bright green and blue. A second_x000D_object appeared and it had pink pulsating lights.,,2007,5,29,0.989583333,Pontrobert/Meiford,Powys,-,Gwrthrych siâp triongl.Tua 100 troedfedd o uchder/maint. Gwyrdd a glas llachar. Daeth ail_x000D_wrthrych i'r golwg ac roedd ganddo oleuadau pinc yn pwlsadu.
2007,9,1,22:30,Silver Bay/Rhoscolyn,Isle of Anglesey,-,The object looked like a brightly coloured aircraft. The object was moving quite_x000D_fast.,,2007,9,1,0.9375,Silver Bay/Rhoscolyn,Ynys Môn,-,Edrychodd y gwrthrych fel awyren â lliwiau llachar. Roedd y gwrthrych yn symud yn eithaf_x000D_cyflym.
2007,12,8,-,Bryn,West Glamorgan,-,Two clusters of amber/orange and white lights in triangular formations. They_x000D_travelled horizontally in a North Westerly direction. They moved like a cork that_x000D_was bobbing on water.,,2007,12,8,-,Bryn,Gorllewin Morgannwg,-,Dau glwstwr o oleuadau ambr/oren a gwyn mewn patrymau trionglog. Teithion_x000D_nhw'n llorweddol tua chyfeiriad y Gogledd-orllewin. Symudon nhw fel corc a_x000D_oedd yn bobio ar ddŵr.
-,-,-,-,Pontrennau/Cardiff,West Glamorgan,-,A UFO was seen. (UFO was seen sometime in December 2007). (Message taken_x000D_3 January 2008).,,-,-,-,-,Pontrennau/Caerdydd,Gorllewin Morgannwg,-,Gwelwyd UFO. (Gwelwyd yr UFO rywbryd yn Rhagfyr 2007). (Cymerwyd y neges_x000D_3 Ionawr 2008).
-,-,-,23:00,Pontypridd,Mid-Glamorgan,-,"An object which had all these different lights. When the lights flashed, they looked_x000D_like they were different shapes. Then both ends of the object started to flash._x000D_(Seen in Nov 2007 and message taken 3 Jan 2008).",,-,-,-,0.958333333,Pontypridd,Morgannwg Ganol,-,"Gwrthrych ag iddo'r holl oleuadau gwahanol yma. Pan fflachiodd y goleuadau, roedden nhw'n edrych_x000D_petaen nhw'n siapiau gwahanol. Yna dechreuodd dau ben y gwrthrych fflachio._x000D_(Gwelwyd yn Nhach 2007 a chymerwyd y neges 3 Ion 2008)."
-,-,-,-,Whitchurch,West Glamorgan,-,A UFO was seen. (UFO was seen sometime in December 2007). (Message taken_x000D_3 January 2008).,,-,-,-,-,Egwlys Newydd,Gorllewin Morgannwg,-,Gwelwyd UFO. (Gwelwyd yr UFO rywbryd yn Rhagfyr 2007). (Cymerwyd y neges_x000D_3 Ionawr 2008).
-,-,-,-,Cardiff,West Glamorgan,-,"The witness saw spaceships and then said that one of them abducted his dog, car_x000D_and tent when he and some friends were out camping. (Message taken 3 January_x000D_2008 and the UFO was seen sometime in 2007).",,-,-,-,-,Caerdydd,Gorllewin Morgannwg,-,"Gwelodd y tyst longau gofod ac yna dwedodd fod un ohonyn nhw wedi cipio ei gi, ei gar_x000D_a'i babell pan oedd ef ac ychydig o ffrindiau allan yn gwersylla. (Cymerwyd y neges 3 Ionawr_x000D_2008 a gwelwyd yr UFO rywbryd yn 2007)."
-,-,-,-,Cardiff,West Glamorgan,-,A UFO was seen. (UFO was seen sometime in December 2007). (Message taken_x000D_3 January 2008).,,-,-,-,-,Caerdydd,Gorllewin Morgannwg,-,Gwelwyd UFO. (Gwelwyd yr UFO rywbryd yn Rhagfyr 2007). (Cymerwyd y neges_x000D_3 Ionawr 2008).
2008,2,9,18:00,Abertillery,Gwent,-,There was an object in the sky that looked like a glowing red ball. A strange substance like molten metal burst from it as it went overhead. It moved without sound.,,2008,2,9,0.75,Abertyleri,Gwent,-,Roedd gwrthrych yn yr awyr a oedd yn edrych fel pêl goch ddisglair. Ffrwydrodd sylwedd rhyfedd fel metel tawdd ohono wrth iddo fynd uwchben. Symudodd heb unrhyw sŵn.
2008,3,2,23:00,Northop Hall,Flintshire,-,A bright circle shape was seen. It moved_x000D_quickly and was quite erratic in the sky. It shot_x000D_to the left over some houses and then_x000D_disappeared.,,2008,3,2,0.958333333,Neuadd Northop,Fflint,-,Gwelwyd siâp lachar gron. Symudodd_x000D_yn gyflym ac roedd yn eithaf gwibiog yn yr awyr. Neidiodd_x000D_i'r chwith dros nifer o dai ac yna_x000D_diflannodd.
2008,5,19,02:30,Rhydwyn/Caergybi,Isle of Anglesey,-,"A round, bright white object. It was moving_x000D_from SW to NE, and moved slowly and_x000D_quietly.",,2008,5,19,0.104166667,Rhydwyn/Caergybi,Ynys Môn,-,"Gwrthrych crwn, gwyn llachar. Roedd yn symud_x000D_o'r De-orllewin i'r Gogledd-ddwyrain, a symudodd yn araf ac_x000D_yn dawel."
2008,6,6,22:59,Godrer Aran/Llanuwchllyn,Gwynedd,-,Two orange lights were seen. They were fast_x000D_moving. One moved to the East to Bala and_x000D_the other one climbed vertically.,,2008,6,6,0.957638889,Godrer Aran/Llanuwchllyn,Gwynedd,-,Gwelwyd dau olau oren. Roedden nhw'n symud_x000D_yn gyflym. Symudodd un tua'r Dwyrain i'r Bala a dringodd_x000D_y llall yn fertigol.
2008,6,23,23:10,Barry,Vale of Glamorgan,-,Eleven objects in the sky.,,2008,6,23,0.965277778,Y Barri,Bro Morgannwg,-,Unarddeg o wrthrychau yn yr awyr.
2008,7,27,16:30,Pontypridd,Mid Glamorgan,-,An object was travelling at high speed. It_x000D_appeared to be round like a football. It was_x000D_travelling from South East to North East. It_x000D_then disappeared.,,2008,7,27,0.6875,Pontypridd,Morgannwg Ganol,-,Roedd gwrthrych yn teithio yn gyflym iawn. Roedd ei olwg_x000D_yn grwn fel pêl droed. Roedd yn_x000D_teithio o'r De-ddwyrain tua'r Gogledd-ddwyrain. Yna_x000D_diflannodd.
2008,8,3,22:00,Barry,Glamorgan,-,Three UFOs or something.,,2008,8,3,0.916666667,Y Barri,Morgannwg,-,Tri UFO neu rywbeth.
2008,8,15,21:10,Argoed,West Glamorgan,-,"Three bright orange lights/objects in the sky,_x000D_about a mile away. One of the objects was_x000D_black and disc shaped. It moved quick and_x000D_was silent.",,2008,8,15,0.881944444,Argoed,Gorllewin Morgannwg,-,"Tri golau/gwrthrych oren llachar yn yr awyr,_x000D_tua milltir i ffwrdd. Roedd un o'r gwrthrychau yn_x000D_ddu ac roedd iddo siâp disg. Symudodd yn gyflym ac_x000D_roedd yn ddistaw."
2008,10,14,-,Swansea,West Glamorgan,-,"There was a continual orange, strange shapein the sky. There was a very odd light too.",,2008,10,14,-,Abertawe,Gorllewin Morgannwg,-,"Roedd siâp oren cyson, rhyfedd yn yr awyr. Roedd goleuni od iawn hefyd."
2008,10,29,-,Erbistock/Wrexham,Clwyd,-,An unusual sighting.,,2008,10,29,-,Erbistog/Wrecsam,Clwyd,-,Achos anghyffredin.
2008,12,1,21:30,Village of Llangwm,Pembrokeshire,-,"A very bright light, which had a long white tail._x000D_It then shot across the sky and the whole field_x000D_was lit up. The light then began to break up.",,2008,12,1,0.895833333,Pentref Llangwm,Sir benfro,-,"Golau llachar iawn, ag iddo gynffon wen hir._x000D_Yna saethodd dros yr awyr a chafodd y cae_x000D_cyfan ei oleuo. Yna dechreuodd y golau ymddatod."
2008,12,26,02:30,Old Colwyn,North wales,-,"Bigger than a helicopter, 250 metres up,_x000D_silent, with something like a bar coming off it._x000D_30 seconds later flew off over the sea followed_x000D_closely by a helicopter",,2008,12,26,0.104166667,Hen Colwyn,Gogledd Cymru,-,"Mwy o faint na hofrennydd, 250 metr i fyny,_x000D_distaw, gyda rhywbeth fel bar yn dod oddi arno._x000D_30 eiliad yn hwyrach hedodd i ffwrdd dros y môr wedi ei ddilyn_x000D_yn agos gan hofrennydd"
-,-,-,-,Cardiff,West Glamorgan,-,A UFO. (Message taken 10 January 2008).,,-,-,-,-,Caerdydd,Gorllewin Morgannwg,-,UFO. (Cymerwyd y neges 10 Ionawr 2008).
-,-,-,21:05,Caerleon/Newport,Gwent,-,Two balls of fire were hovering in the sky.They then elevated up and shot off into thedistance. (Message taken 12 May 2008).,,-,-,-,0.878472222,Caerleon/Casnewydd,Gwent,-,Roedd dwy bêl o dân yn hofran yn yr awyr.Yna codon nhw a saethu i ffwrdd i'rpellter. (Cymerwyd y neges 12 Mai 2008).
-,-,-,01:45,Newport,Gwent,-,A single object. (Message taken 28 July2008).,,-,-,-,0.072916667,Casnewydd,Gwent,-,Gwrthrych unigol. (Cymerwyd y neges 28 Gorffennaf2008).
-,-,-,-,Swansea,Glamorgan,-,A UFO. (Message taken 11 August 2008).,,-,-,-,-,Abertawe,Morgannwg,-,UFO. (Cymerwyd y neges 11 Awst 2008).
-,-,-,23:00,Haverfordwest,Pembrokeshire,-,A UFO. (Message taken 8 September 2008).,,-,-,-,0.958333333,Hwlffordd,Sir benfro,-,A UFO. (Cymerwyd y neges 8 Medi 2008).
-,-,-,-,Neath,Neath & Port Talbot,-,Three glowing objects. The objects weremoving towards the witness and then movedstraight up into the sky. (Message taken 14October 2008).,,-,-,-,-,Castell Nedd,"
Castell-nedd a Phort Talbot",-,Tri gwrthrych yn disgleirio. Roedd y gwrthrychau'n symudtuag at y tyst ac yna symudonnhw'n syth i fyny i'r awyr. (Cymerwyd y neges 14Hydref 2008).
-,-,-,-,Mumbles/Swansea,Glamorgan,-,A UFO. (Message taken 14 October 2008).,,-,-,-,-,Mwmbwls/Abertawe,Morgannwg,-,UFO. (Cymerwyd y neges 14 Hydref 2008).
2009,1,1,-,Porthcawl,Mid Glamorgan,-,A diamond shaped red light came towards him from the sea. Rear_x000D_end of diamond was a blue light. It was incredibly hot as it passed_x000D_overhead. No sound.,,2009,1,1,-,Porthcawl,Morgannwg Ganol,-,Daeth golau coch siâp diemwnt tuag at o'r môr. Roedd ôl_x000D_y diemwnt yn olau glas. Roedd yn anhygoel o boeth wrth iddo basio_x000D_uwchben. Dim sŵn.
2009,1,1,-,Llandudno,Clwyd,-,A bright orange light.,,2009,1,1,-,Llandudno,Clwyd,-,Golau oren llachar.
2009,1,6,-,Cardigan,Cardiganshire,-,Five rather big orange things flew over the witness. He was terrified.,,2009,1,6,-,Cardigan,Sir Aberteifi,-,Hedodd pum peth eitha mawr dros y tyst. Cafodd ei arswydo.
2009,1,23,20:58,Undy,Newport,-,"Object had a large light on the front and a smaller red and green_x000D_light on either side, as if on the ends of a planes wings. Base was a_x000D_perfect square and black in colour. It made a quiet humming sound.",,2009,1,23,0.873611111,Gwyndy,Casnewydd,-,"Roedd gan y gwrthrych olau mawr ar y blaen a golau_x000D_coch a gwyrdd llai o faint ar bob ochr, fel petawn nhw ar ddau ben adenydd awyren. Y sail yn sgwar_x000D_perffaith ac yn ddu ei liw. Gwnaeth sŵn grwnan tawel."
2009,1,23,21:40,West Cross,Swansea,-,Large ball of light. Light did not diminish. Very strange. Made no_x000D_sound. Very strange.,,2009,1,23,0.902777778,Gorllewin Croes,Abertawe,-,Pêl fawr o oleuni. Ni leihaodd y goleuni. Rhyfedd iawn. Ni wnaeth unrhyw_x000D_sŵn. Rhyfedd iawn.
2009,2,7,-,Gorseinon,Swansea,-,Strange object seen when he developed photographs he had taken.,,2009,2,7,-,Gorseinon,Abertawe,-,Gwelwyd gwrthrych rhyfedd pan ddatblygodd y ffotograffau roedd e wedi eu tynnu.
2009,2,15,06:30,Bennech,Anglesey,-,Strange lights seen over the bay.,,2009,2,15,0.270833333,Bennech,Ynys Môn,-,Gwelwyd goleuadau rhyfedd dros y bae.
2009,2,22,01:10,Chepstow,Gwent,-,A single object the size of a large car. Silver with flames flickering_x000D_from the underside. Then moved up and away.,,2009,2,22,0.048611111,Cas-Gwent,Gwent,-,Gwrthrych unigol maint car mawr. Yn arian gyda fflamau'n fflachio_x000D_o'r ochr isaf. Yna symudodd i fyny ac i ffwrdd.
2009,3,22,20:00,Adfa,Powys,-,Looked like a satellite crashing or a star. It was fairly pacey and then_x000D_slowed to a halt. It moved off after 20 seconds and gathered speed._x000D_It became a dot and vanished.,,2009,3,22,0.833333333,Adfa,Powys,-,Edrychodd fel lloeren yn gwrthdaro neu seren. Roedd yn weddol cyflym ac yna_x000D_arafodd i sefyll yn ei unfan. Symudodd i ffwrdd ar ôl 20 eiliad a chyflymodd._x000D_Aeth yn smotyn a diflannu.
2009,3,24,05:17,Bridgend,Glamorgan,-,Four UFOs flying beneath two aircraft. They moved much faster_x000D_than the aircraft. Greyish in colour with a dome on top and bottom._x000D_Flew over the Waterton Industrial Estate.,,2009,3,24,0.220138889,Penybont,Morgannwg,-,Pedwar UFO yn hedfan o dau ddau awyren. Symudon nhw'n llawer cyflymach_x000D_na'r awyrennau. Llwydaidd eu lliw gyda chromen ar y pen a'r gwaelod._x000D_Hedon nhw dros Ystad Ddiwydiannol Waterton.
2009,4,4,21:02,Abergavenny,Gwent,-,Two UFOs.,,2009,4,4,0.876388889,Y Fenni,Gwent,-,Dau UFO.
2009,4,13,21:00,Moelfre,Angelsey,-,Looked like a Chinese lantern.,,2009,4,13,0.875,Moelfre,Angelsey,-,Edrychodd fel llusern Tseiniaidd.
2009,4,28,-,Tywyn,Gwynedd,-,A big bright orange light. It turned white and then disappeared very_x000D_quickly. It made no noise.,,2009,4,28,-,Tywyn,Gwynedd,-,Golau mawr oren llachar. Trodd yn wyn ac yna diflannodd yn gyflym_x000D_iawn. Ni wnaeth unrhyw sŵn.
2009,5,3,21:30,Ammanford,Dyfed,Pilot,Seven orange orbs that suddenly disappeared. They were on a_x000D_North-South trajectory. Witness contacted Cardiff Air Traffic Control_x000D_who had nothing on radar.,,2009,5,3,0.895833333,Rhydaman,Dyfed,Peilot,Saith cylchlun oren a ddiflannodd yn sydyn. Roedden nhw'n teithio ar linell_x000D_Gogledd-De. Cysylltodd y tyst â gwasanaeth Rheoli Traffig Awyr Caerdydd_x000D_na welon nhw ddim ar radar.
2009,5,16,22:00,Deeside,Flintshire,-,Seven bright orange lights in the sky. Silent. Travelling towards the_x000D_Wirral.,,2009,5,16,0.916666667,Glannau Dyfrdwy,Fflint,-,Saith golau oren llachar yn yr awyr. Distaw. Teithio tuag at_x000D_Gilgwri.
2009,5,24,00:00,Llandaff City,Cardiff,-,Seven bright red lights.,,2009,5,24,0,Dinas Llandaf,Caerdydd,-,Saith golau coch llachar.
2009,5,25,12:00,Swansea,West Glamorgan,-,Three small yellow orbs travelling quite slow.,,2009,5,25,0.5,Abertawe,Gorllewin Morgannwg,-,Tri chylchlun melyn bach yn teithio'n eithaf araf.
2009,6,13,-,Porthcawl,Mid Glamorgan,-,A very bright orange circular shape. Got smaller as it moved away._x000D_Moving South West to South.,,2009,6,13,-,Porthcawl,Morgannwg Ganol,-,Siâp crwn oren llachar iawn. Aeth yn llai wrth symud i ffwrdd._x000D_Symudodd o'r De-orllewin tua'r De.
2009,6,14,-,Cardiff,South Glamorgon,-,A UFO.,,2009,6,14,-,Caerdydd,"
De Morgannwg",-,UFO.
2009,6,24,22:05,Swansea Bay,West Glamorgan,-,"A bright circle of fire travelling South Westerly. It was only a few_x000D_hundred feet up moving silently across the sky at 30mph and then_x000D_after four minutes, vanished.",,2009,6,24,0.920138889,Bae Abertawe,Gorllewin Morgannwg,-,"Cylch llachar o dân yn teithio tua'r De-orllewin. Roedd dim ond rhai_x000D_cannoedd o droedfedd i fyny yn symud yn ddistaw ar draws yr awyr am 30mya ac yna_x000D_ar ôl pedair munud, diflannodd."
2009,7,1,18:45,Swansea,West Glamorgan,-,"Seemed like a rather large disc or round in appearance. It was dark_x000D_in colour but bounced sunlight off its surface. It was floating or_x000D_bobbing up and down. Other aircraft were at the same altitude and_x000D_could be heard, the object made no noise.",,2009,7,1,0.78125,Abertawe,Gorllewin Morgannwg,-,"Roedd tipyn bach fel disg mawr neu'n grwn ei olwg. Roedd ei liw yn_x000D_dywyll ond roedd heulwen yn neidio oddi ar ei wyneb. Roedd yn arnofio neu_x000D_yn bobio i fyny ac i lawr. Roedd awyrennau eraill ar yr un uchder a gallen nhw_x000D_gael eu clywed, ond ni wnaeth y gwrthrych unrhyw sŵn."
2009,7,2,22:20,Blackwood,Gwent,Ex-test engineer for Hawker Siddley,A bright orange light seen through the tree line. It turned and cleared_x000D_the tree line. The other side of the object appeared to be a large_x000D_rectangle shape of fire red/orange. It was silent. The object slowly_x000D_climbed in the direction of Gloucester.,,2009,7,2,0.930555556,Coed Duon,Gwent,Cyn beiriannydd prawf ar gyfer Hawker Siddley,Golau oren llachar a welwyd drwy'r llinell o goed. Trodd a chliriodd_x000D_y llinell o goed. Yn ôl pob golwg roedd ochr arall y gwrthrych yn siâp petryal mawr_x000D_o dân coch/oren. Roedd yn ddistaw. Dringodd_x000D_y gwrthrych yn araf i gyfeiriad Caerloyw.
2009,7,19,01:22,Newport,Gwent,-,"A bright, reddish light travelling W to E, below cloud level. It made_x000D_no sound. It was moving in a straight line but too slow to be a_x000D_meteorite. It had no navigation type lights.",,2009,7,19,0.056944444,Casnewydd,Gwent,-,"Golau cochaidd, llachar yn teithio o'r Gorllewin i'r Dwyrain, islaw lefel y cymylau. Ni wnaeth_x000D_unrhyw sŵn. Roedd yn symud mewn llinell syth ond yn rhy araf i fod yn_x000D_awyrfaen. Nid oedd ganddo unrhyw oleuadau o fath mordwyo."
2009,8,7,10:00,Cardiff,Wales,-,Unusual lights above Cardiff travelling silently.,,2009,8,7,0.416666667,Caerdydd,Cymru,-,Goleuadau anghyffredin uwchben Caerdydd yn teithio'n ddistaw.
2009,8,7,22:00,Cardiff,South Glamorgon,-,Unusual lights travelling silently from West to East.,,2009,8,7,0.916666667,Caerdydd,"
De Morgannwg",-,Goleuadau anghyffredin yn teithio'n ddistaw o'r Gorllewin i'r Dwyrain.
2009,8,12,23:03,Morfa Nefyn,Pwllheli,-,Bright light shone through the window. Saw three lights size of a_x000D_basket ball moving up/down and rotating on own axis. Seemed to_x000D_loose power after 30 seconds and vanished.,,2009,8,12,0.960416667,Morfa Nefyn,Pwllheli,-,Disgleiriodd golau llachar drwy'r ffenestr. Gwelodd dri golau maint_x000D_pêl fasged yn symud i fyny/lawr ac yn troelli ar eu hechel eu hun. Roedd fel petai y collodd_x000D_bŵer ar ôl 30 eiliad a diflannodd.
2009,8,17,21:19,Newport,Gwent,-,"Bright orange light, definitely not a plane.",,2009,8,17,0.888194444,Casnewydd,Gwent,-,"Golau oren llachar, ddim yn awyren yn bendant."
2009,9,1,-,Penarth,South Wales,-,Very bright object above the sun.,,2009,9,1,-,Penarth,De Cymru,-,Gwrthrych llachar iawn uwchben yr haul.
2009,9,8,20:00,RAF Valley,Anglesey,-,Two round balls were in the sky chasing each other.,,2009,9,8,0.833333333,Cwm RAF,Ynys Môn,-,Gwelwyd dwy bêl gron yn yr awyr yn hela ei gilydd.
2009,9,19,20:15,Betws,Dyfed,Journalist,"Three objects, like bright orange tennis balls stuck together flying_x000D_across the sky.",,2009,9,19,0.84375,Betws,Dyfed,Newyddiadurwr,"Tri gwrthrych, fel peli tenis oren llachar wedi ei glynu wrth ei gilydd yn hedfan_x000D_ar draws yr awyr."
2009,9,19,20:19,Anglesy,North Wales,-,"Object was similar to an egg shape and was amber in colour and_x000D_appeared to be hovering over  field's before disappearing.  Five_x000D_minutes later two objects appeared in same area, then disappeared_x000D_and reappeared over the Meni Straits.",,2009,9,19,0.846527778,Ynys Môn,Gogledd Cymru,-,"Roedd y gwrthrych yn debyg i siâp wy ac yn ambr ei liw ac_x000D_yn ôl pob golwg roedd yn hofran dros gaeau cyn diflannu.  Pum_x000D_munud wedi hynny ymddangosodd dau wrthrych yn yr un ardal, yna diflannu_x000D_ac ailymddangos dros Afon Meni."
2009,9,29,20:10,Connah's Quay,Flintshire,-,"Bright orange light, 1cm deep, joined by a second light, no sound.",,2009,9,29,0.840277778,Cei Connah,Fflint,-,"Golau oren llachar, 1cm o ddyfnder, ymunodd ail olau ag ef, dim sŵn."
2009,10,5,-,Cardiff,South Glamorgon,-,Two objects seen in sky.,,2009,10,5,-,Caerdydd,"
De Morgannwg",-,Gwelwyd dau wrthrych yn yr awyr.
2009,10,10,23:10,Beaumaris,Anglesey,-,"Two triangular orange lights, about 10 seconds apart.",,2009,10,10,0.965277778,Beaumaris,Ynys Môn,-,"Dau olau oren trionglog, tua 10 eiliad ar wahân."
2009,10,31,-,Maesteg,Bridgend,-,Orange red sphere giving off light moved up into the clouds without_x000D_making any noise.,,2009,10,31,-,Maesteg,Pen-y-bont ar Ogwr,-,Symudodd sffer oren coch yn tywynnu goleuni i fyny i'r cymylau heb_x000D_wneud unrhyw sŵn.
2009,10,31,20:20,Llynfi Valley,Mid-Glamorgan,-,Orange oval UFO passing by.,,2009,10,31,0.847222222,Bro Llynfi,Morgannwg Ganol,-,UFO oren hirgrwn yn mynd heibio.
2009,11,5,19:34,Pontarddulais,Swansea,-,"Silent, off red, blood orange colour and entire sphere emitted light._x000D_No spotlights. Light remained constant and didn’t flicker. Saw for_x000D_four minutes.",,2009,11,5,0.815277778,Pontarddulais,Abertawe,-,"Yn ddistaw ac o liw cochaidd, oren gwaed a'r sffer cyfan yn tywynnu._x000D_Dim sbotoleuadau. Arhosodd y golau'n gyson heb neidio. Gwelwyd am_x000D_bedair munud."
2009,11,8,18:10,Porthcawl,Mid-Glamorgan,-,No description provided.,,2009,11,8,0.756944444,Porthcawl,Morgannwg Ganol,-,Ni ddarparwyd unrhyw ddisgrifiad.
2009,11,19,-,Rumney,Cardiff,-,Four lights whirling about above the nature reserve.,,2009,11,19,-,Rumney,Caerdydd,-,Pedwar golau yn chwilwibio uwchben y warchodfa natur.
